AID,REGULATION,FUNCTION_ID,FUNCTION_NAME,CELL_LINE_ID,TISSUE_ID,ORGANISM_ID,GENE_ID,UNIPROT_GENE_NAME,Entry
630961,,319,Antagonist muscle action,,,,9891,ptgdr,Q13258
630961,,318,antagonist,,,,9891,ptgdr,Q13258
630964,,318,antagonist,,,,9891,ptgdr,Q13258
630965,,318,antagonist,,,,9891,ptgdr,Q13258
630966,,318,antagonist,,,,9891,ptgdr,Q13258
630972,,319,Antagonist muscle action,,,,166,tacr2,P21452
630974,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
630976,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
630977,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
632331,,319,Antagonist muscle action,,,,3064,htr6,P50406
632332,,3013,partial agonist,,,,3064,htr6,P50406
633474,,179,agonist,,,,11725,cnr1,P21554
633479,,179,agonist,,,,11725,cnr1,P21554
630026,,319,Antagonist muscle action,,,,20564,tbxa2r,P21731
630032,,319,Antagonist muscle action,,,,9891,ptgdr,Q13258
630087,,318,antagonist,,,,12509,mchr1,Q99705
630087,,319,Antagonist muscle action,,,,12509,mchr1,Q99705
630088,,318,antagonist,,,,12509,mchr1,Q99705
630088,,319,Antagonist muscle action,,,,12509,mchr1,Q99705
632390,,179,agonist,,,,12495,grm7,Q14831
632393,,319,Antagonist muscle action,,,,18224,grm2,Q14416
632394,,319,Antagonist muscle action,,,,19624,grm3,Q14832
632396,,319,Antagonist muscle action,,,,4067,grm6,O15303
632397,,319,Antagonist muscle action,,,,12495,grm7,Q14831
632398,,319,Antagonist muscle action,,,,495,grm8,O00222
633586,,319,Antagonist muscle action,,,,9586,ccr2,P41597
633586,,318,antagonist,,,,9586,ccr2,P41597
633588,,318,antagonist,,,,9586,ccr2,P41597
633603,,319,Antagonist muscle action,,,,5952,ccr1,P32246
633604,,319,Antagonist muscle action,,,,17135,ccr4,P51679
630097,,317,antagonism,,,,9613,hrh3,Q9Y5N1
630099,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
630099,,317,antagonism,,,,9613,hrh3,Q9Y5N1
630100,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
630100,,317,antagonism,,,,9613,hrh3,Q9Y5N1
630101,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
631084,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
631085,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
631086,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
631088,,318,antagonist,,,,20564,tbxa2r,P21731
631089,,318,antagonist,,,,5984,ptgir,P43119
631347,,319,Antagonist muscle action,,,,3705,oprd1,P41143
630279,,318,antagonist,,,,17359,tacr1,P25103
630280,,318,antagonist,,,,17359,tacr1,P25103
631364,,319,Antagonist muscle action,,,,6135,oprk1,P41145
631392,,179,agonist,,,,6135,oprk1,P41145
631393,,179,agonist,,,,2839,oprm1,P35372
631394,,179,agonist,,,,3705,oprd1,P41143
632682,,2190,inverse agonist,,,,16131,hrh1,P35367
630380,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630380,,179,agonist,,,,7227,gpr35,Q9HC97
630381,,179,agonist,,,,7227,gpr35,Q9HC97
630381,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630382,,179,agonist,,,,7227,gpr35,Q9HC97
630382,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630383,,179,agonist,,,,7227,gpr35,Q9HC97
630383,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630384,,179,agonist,,,,7227,gpr35,Q9HC97
630384,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630385,,179,agonist,,,,7227,gpr35,Q9HC97
630385,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630386,,179,agonist,,,,7227,gpr35,Q9HC97
630387,,179,agonist,,,,7227,gpr35,Q9HC97
630388,,179,agonist,,,,7227,gpr35,Q9HC97
631746,,319,Antagonist muscle action,6193| 4143| 5577| 2915| 6998| 4261,,,11245,chrm3,P20309
632729,,319,Antagonist muscle action,,,,3769,grm4,Q14833
632730,,319,Antagonist muscle action,,,,3769,grm4,Q14833
632731,,319,Antagonist muscle action,,,,3769,grm4,Q14833
632732,,319,Antagonist muscle action,,,,18695,chrm4,P08173
632733,,319,Antagonist muscle action,,,,18695,chrm4,P08173
632734,,319,Antagonist muscle action,,,,15715,chrm1,P11229
632735,,319,Antagonist muscle action,,,,3769,grm4,Q14833
632736,,319,Antagonist muscle action,,,,18695,chrm4,P08173
632737,,319,Antagonist muscle action,,,,18695,chrm4,P08173
632738,,319,Antagonist muscle action,,,,3769,grm4,Q14833
630439,,179,agonist,,,,7227,gpr35,Q9HC97
630439,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630440,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630440,,179,agonist,,,,7227,gpr35,Q9HC97
630441,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630441,,179,agonist,,,,7227,gpr35,Q9HC97
630442,,319,Antagonist muscle action,,,,7227,gpr35,Q9HC97
630442,,179,agonist,,,,7227,gpr35,Q9HC97
632920,,319,Antagonist muscle action,,,,10621,glp1r,P43220
632921,,319,Antagonist muscle action,,,,12541,gipr,P48546
641650,,318,antagonist,,,,2466,cxcr3,P49682
641651,,318,antagonist,,,,2466,cxcr3,P49682
641652,,319,Antagonist muscle action,,,,2466,cxcr3,P49682
641652,,318,antagonist,,,,2466,cxcr3,P49682
645198,,318,antagonist,,,,21210,agtr1,P30556
645199,,318,antagonist,,,,21210,agtr1,P30556
645201,,319,Antagonist muscle action,,,,21210,agtr1,P30556
645201,,318,antagonist,,,,21210,agtr1,P30556
645202,,318,antagonist,,,,21210,agtr1,P30556
645204,,319,Antagonist muscle action,,,,21210,agtr1,P30556
645204,,318,antagonist,,,,21210,agtr1,P30556
638777,,319,Antagonist muscle action,,,,16131,hrh1,P35367
645220,,179,agonist,,,,6213,s1pr1,P21453
645221,,179,agonist,,,,3463,s1pr3,Q99500
645222,,179,agonist,,,,6213,s1pr1,P21453
646441,,319,Antagonist muscle action,,,,10268,htr7,P34969
646441,negative regulation,179,agonist,,,,10268,htr7,P34969
646447,negative regulation,179,agonist,,,,10268,htr7,P34969
646448,negative regulation,179,agonist,,,,10268,htr7,P34969
638880,,319,Antagonist muscle action,,,,18809,htr2b,P41595
640805,,318,antagonist,,,,12159,hrh4,Q9H3N8
640805,,319,Antagonist muscle action,,,,12159,hrh4,Q9H3N8
640808,,318,antagonist,,,,12159,hrh4,Q9H3N8
640808,,319,Antagonist muscle action,,,,12159,hrh4,Q9H3N8
640809,,319,Antagonist muscle action,,,,12159,hrh4,Q9H3N8
640809,,318,antagonist,,,,12159,hrh4,Q9H3N8
642989,,3013,partial agonist,,,,20202,adora3,P0DMS8
642990,,319,Antagonist muscle action,,,,20202,adora3,P0DMS8
642991,,179,agonist,,,,9525,adora2a,P29274
645341,,319,Antagonist muscle action,,,,9586,ccr2,P41597
645342,,317,antagonism,,,,9169,ccl2,P13500
645364,,319,Antagonist muscle action,,,,11015,ptgdr2,Q9Y5Y4
645383,,179,agonist,,,,1308,gpr119,Q8TDV5
645384,,179,agonist,,,,1308,gpr119,Q8TDV5
645385,,179,agonist,,,,1308,gpr119,Q8TDV5
645386,,179,agonist,,,,1308,gpr119,Q8TDV5
646502,,319,Antagonist muscle action,,,,11774,drd1,P21728
646503,,319,Antagonist muscle action,,,,13291,drd2,P14416
640870,,179,agonist,,,,7325,hcar2,Q8TDS4
642992,,179,agonist,,,,9525,adora2a,P29274
642993,,179,agonist,,,,2707,adora2b,P29275
643011,,319,Antagonist muscle action,,,,11965,adra1d,P25100
638984,,319,Antagonist muscle action,,,,19746,bdkrb1,P46663
638986,,319,Antagonist muscle action,,,,19746,bdkrb1,P46663
638993,,319,Antagonist muscle action,,,,14122,fpr1,P21462
638993,,318,antagonist,,,,14122,fpr1,P21462
640979,,319,Antagonist muscle action,,,,21210,agtr1,P30556
646621,,179,agonist,,,,11725,cnr1,P21554
646622,,179,agonist,,,,11725,cnr1,P21554
646623,,179,agonist,,,,11725,cnr1,P21554
646624,,179,agonist,,,,14549,cnr2,P34972
646625,,179,agonist,,,,11725,cnr1,P21554
646626,,179,agonist,,,,11725,cnr1,P21554
646628,,3013,partial agonist,,,,11725,cnr1,P21554
646628,,179,agonist,,,,11725,cnr1,P21554
646629,,3013,partial agonist,,,,11725,cnr1,P21554
646629,,179,agonist,,,,11725,cnr1,P21554
639028,,319,Antagonist muscle action,,,,18271,cckar,P32238
639067,,319,Antagonist muscle action,,,,14122,fpr1,P21462
639067,,318,antagonist,,,,14122,fpr1,P21462
645618,,319,Antagonist muscle action,,,,9414,grm1,Q13255
645618,,318,antagonist,,,,9414,grm1,Q13255
645619,,319,Antagonist muscle action,,,,13286,grm5,P41594
645620,,319,Antagonist muscle action,,,,9414,grm1,Q13255
645620,,318,antagonist,,,,9414,grm1,Q13255
645643,,319,Antagonist muscle action,,,,4873,ccr5,P51681
645643,,318,antagonist,,,,4873,ccr5,P51681
645663,,319,Antagonist muscle action,3627,,,4873,ccr5,P51681
645663,,318,antagonist,,,,4873,ccr5,P51681
645664,,319,Antagonist muscle action,3627,,,4873,ccr5,P51681
645664,,318,antagonist,,,,4873,ccr5,P51681
643219,,179,agonist,,,,627,adrb2,P07550
643220,,179,agonist,,,,627,adrb2,P07550
643228,,179,agonist,,,,627,adrb2,P07550
643236,,319,Antagonist muscle action,,,,627,adrb2,P07550
643247,,179,agonist,,,,627,adrb2,P07550
646834,,179,agonist,,,,11725,cnr1,P21554
646840,,319,Antagonist muscle action,,,,11774,drd1,P21728
646841,,319,Antagonist muscle action,,,,13291,drd2,P14416
640063,,179,agonist,,,,289,ffar1,O14842
640064,,179,agonist,,,,289,ffar1,O14842
640065,,179,agonist,,,,289,ffar1,O14842
640066,,179,agonist,,,,289,ffar1,O14842
640067,,3013,partial agonist,,,,289,ffar1,O14842
640067,,179,agonist,,,,289,ffar1,O14842
640069,,179,agonist,,,,7173,ffar3,O14843
640070,,179,agonist,,,,8100,ffar2,O15552
640074,,179,agonist,,,,3616,adra2a,P08913
640076,,179,agonist,,,,289,ffar1,O14842
645752,,179,agonist,,,,14549,cnr2,P34972
645753,,179,agonist,,,,11725,cnr1,P21554
639281,,179,agonist,,,,6213,s1pr1,P21453
639282,,179,agonist,,,,1600,s1pr2,O95136
639283,,179,agonist,,,,3463,s1pr3,Q99500
639284,,179,agonist,,,,11203,s1pr4,O95977
639285,,179,agonist,,,,6213,s1pr1,P21453
639286,,179,agonist,,,,6213,s1pr1,P21453
639287,,179,agonist,,,,6213,s1pr1,P21453
639290,,179,agonist,,,,6213,s1pr1,P21453
641199,,318,antagonist,,,,17612,crhr1,P34998
641200,,318,antagonist,,,,17612,crhr1,P34998
647009,,317,antagonism,,,,9613,hrh3,Q9Y5N1
647010,,317,antagonism,,,,9613,hrh3,Q9Y5N1
647011,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
647011,,317,antagonism,,,,9613,hrh3,Q9Y5N1
647038,,317,antagonism,,,,9613,hrh3,Q9Y5N1
647040,,317,antagonism,,,,9613,hrh3,Q9Y5N1
647041,,317,antagonism,,,,9613,hrh3,Q9Y5N1
647042,,317,antagonism,,,,9613,hrh3,Q9Y5N1
640202,,179,agonist,,,,627,adrb2,P07550
640203,,179,agonist,,,,18420,adrb1,P08588
640204,,179,agonist,,,,627,adrb2,P07550
640218,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
640218,,319,Antagonist muscle action,,,,11015,ptgdr2,Q9Y5Y4
642272,,318,antagonist,,,,2466,cxcr3,P49682
642273,,318,antagonist,,,,2466,cxcr3,P49682
647060,,318,antagonist,,,,3064,htr6,P50406
647061,,319,Antagonist muscle action,,,,3064,htr6,P50406
647061,,318,antagonist,,,,3064,htr6,P50406
647062,,179,agonist,,,,3064,htr6,P50406
647062,,318,antagonist,,,,3064,htr6,P50406
647078,,318,antagonist,,,,3064,htr6,P50406
647079,,318,antagonist,,,,3064,htr6,P50406
647180,,318,antagonist,,,,3064,htr6,P50406
647180,,319,Antagonist muscle action,,,,3064,htr6,P50406
647181,,318,antagonist,,,40,3064,htr6,P50406
647181,,319,Antagonist muscle action,,,,3064,htr6,P50406
647182,,319,Antagonist muscle action,,,,18840,htr1f,P30939
640354,,319,Antagonist muscle action,,,,19746,bdkrb1,P46663
640355,,319,Antagonist muscle action,,,,15715,chrm1,P11229
640357,,319,Antagonist muscle action,,,,15715,chrm1,P11229
640359,,319,Antagonist muscle action,,,,1321,chrm2,P08172
640360,,319,Antagonist muscle action,,,,11245,chrm3,P20309
640361,,319,Antagonist muscle action,,,,18695,chrm4,P08173
640362,,319,Antagonist muscle action,,,,3731,chrm5,P08912
640363,,319,Antagonist muscle action,,,,15715,chrm1,P11229
642391,,179,agonist,,,,6213,s1pr1,P21453
642392,,179,agonist,,,,6213,s1pr1,P21453
642393,,179,agonist,,,,3463,s1pr3,Q99500
642394,,179,agonist,,,,3463,s1pr3,Q99500
642403,,179,agonist,,,,6213,s1pr1,P21453
642423,,179,agonist,,,5081,12783,qrfpr,Q96P65
643648,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
643648,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
643649,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
643649,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
643651,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
643651,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
644750,,318,antagonist,,,,21210,agtr1,P30556
647211,,319,Antagonist muscle action,,,,2992,htr5a,P47898
647229,,318,antagonist,,,,3064,htr6,P50406
647230,,318,antagonist,,,,3064,htr6,P50406
647231,,318,antagonist,,,,3064,htr6,P50406
647232,,318,antagonist,,,,3064,htr6,P50406
647233,,318,antagonist,,,,3064,htr6,P50406
647266,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
647267,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
647271,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
640393,negative regulation,3013,partial agonist,,,,6135,oprk1,P41145
640394,,179,agonist,,,,17835,prokr1,Q8TCW9
640395,negative regulation,3013,partial agonist,,,,6135,oprk1,P41145
640423,,179,agonist,,,,17835,prokr1,Q8TCW9
640424,,179,agonist,,,,17835,prokr1,Q8TCW9
641471,,179,agonist,,,40,6337,oprl1,P41146
641471,,319,Antagonist muscle action,,,,6337,oprl1,P41146
641477,,179,agonist,,,,6337,oprl1,P41146
641477,,319,Antagonist muscle action,,,,6337,oprl1,P41146
642466,,179,agonist,,,,3463,s1pr3,Q99500
642478,,179,agonist,,,,6213,s1pr1,P21453
642479,,179,agonist,,,,3463,s1pr3,Q99500
643720,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
643720,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
644750,,319,Antagonist muscle action,,,,21210,agtr1,P30556
644752,,319,Antagonist muscle action,,,,21210,agtr1,P30556
644752,,318,antagonist,,,,21210,agtr1,P30556
644755,,318,antagonist,,,,21210,agtr1,P30556
644755,,319,Antagonist muscle action,,,,21210,agtr1,P30556
640430,,179,agonist,,,,17835,prokr1,Q8TCW9
643812,,2190,inverse agonist,,,,9613,hrh3,Q9Y5N1
643812,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
644876,,319,Antagonist muscle action,,,,4985,p2ry1,P47900
644877,,319,Antagonist muscle action,,,,10687,p2ry2,P41231
644878,,319,Antagonist muscle action,,,,21407,p2ry4,P51582
644879,,319,Antagonist muscle action,,,,8519,p2ry6,Q15077
644879,,179,agonist,,,,8519,p2ry6,Q15077
644881,,179,agonist,,,,8519,p2ry6,Q15077
646174,,2190,inverse agonist,,,,18230,opn1lw,P04000
646175,,179,agonist,,,,18230,opn1lw,P04000
646176,,2190,inverse agonist,,,,18230,opn1lw,P04000
646177,,2190,inverse agonist,,,,18230,opn1lw,P04000
647421,,179,agonist,,,,627,adrb2,P07550
647422,,179,agonist,,,,627,adrb2,P07550
647423,,179,agonist,,,,627,adrb2,P07550
647424,,319,Antagonist muscle action,,,,627,adrb2,P07550
640502,,318,antagonist,,,,16324,npbwr1,P48145
640503,,319,Antagonist muscle action,,,,16324,npbwr1,P48145
640503,,318,antagonist,,,,16324,npbwr1,P48145
640504,,318,antagonist,,,,16324,npbwr1,P48145
640505,,319,Antagonist muscle action,,,,16324,npbwr1,P48145
640505,,318,antagonist,,,,16324,npbwr1,P48145
640553,,318,antagonist,,,,17507,avpr1a,P37288
640553,,319,Antagonist muscle action,,,,17507,avpr1a,P37288
642652,,179,agonist,,,,5952,ccr1,P32246
642653,,179,agonist,,,,9586,ccr2,P41597
642654,,179,agonist,,,,9737,ccr3,P51677
642655,,179,agonist,,,,18051,cxcr2,P25025
642656,,179,agonist,,,,2428,cxcr4,P61073
644929,,179,agonist,,,,3463,s1pr3,Q99500
642721,,318,antagonist,,,,9586,ccr2,P41597
642722,,318,antagonist,,,,9586,ccr2,P41597
642728,,319,Antagonist muscle action,,,,9586,ccr2,P41597
642728,,318,antagonist,,,,9586,ccr2,P41597
642729,,319,Antagonist muscle action,,,,9586,ccr2,P41597
642729,,318,antagonist,,,,9586,ccr2,P41597
642730,,318,antagonist,,,,9586,ccr2,P41597
643883,,179,agonist,,,,3705,oprd1,P41143
645085,,179,agonist,,,,6213,s1pr1,P21453
645086,,179,agonist,,,,3463,s1pr3,Q99500
645087,,179,agonist,,,,6213,s1pr1,P21453
645088,,179,agonist,,,,3463,s1pr3,Q99500
645091,,179,agonist,,,,17460,s1pr5,Q9H228
648468,,318,antagonist,,,,16131,hrh1,P35367
648468,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
648469,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
648470,,319,Antagonist muscle action,,,,9613,hrh3,Q9Y5N1
648510,,178,agonism,,,,3616,adra2a,P08913
648510,,317,antagonism,,,,3616,adra2a,P08913
648513,,179,agonist,,,,3616,adra2a,P08913
648513,,178,agonism,,,,3616,adra2a,P08913
648513,,317,antagonism,,,,3616,adra2a,P08913
648514,,179,agonist,,,,19148,adra2b,P18089
648515,,179,agonist,,,,18406,adra2c,P18825
648516,,319,Antagonist muscle action,,,,3616,adra2a,P08913
648516,,178,agonism,,,,3616,adra2a,P08913
648516,,317,antagonism,,,,3616,adra2a,P08913
648517,,178,agonism,,,,3616,adra2a,P08913
648517,,317,antagonism,,,,3616,adra2a,P08913
649256,,319,Antagonist muscle action,,,,2839,oprm1,P35372
649257,,319,Antagonist muscle action,,,,2839,oprm1,P35372
650869,,179,agonist,,,,8548,ptger2,P35408
650869,,179,agonist,,,,8548,ptger2,P43116
652250,,318,antagonist,,,,21679,f2rl3,Q96RI0
652253,,318,antagonist,,,,21679,f2rl3,Q96RI0
652253,,317,antagonism,,,,2966,f2r,P25116
652255,,317,antagonism,,,,2966,f2r,P25116
652261,,317,antagonism,,,,2966,f2r,P25116
648579,,179,agonist,,,,6213,s1pr1,P21453
648580,,179,agonist,,,,3463,s1pr3,Q99500
648581,,179,agonist,,,,6213,s1pr1,P21453
648582,,179,agonist,,,,3463,s1pr3,Q99500
648607,,179,agonist,,,,11203,s1pr4,O95977
648608,,179,agonist,,,,17460,s1pr5,Q9H228
650059,,179,agonist,,,,1308,gpr119,Q8TDV5
650060,,179,agonist,,,,1308,gpr119,Q8TDV5
650061,,179,agonist,,,,1308,gpr119,Q8TDV5
650070,,179,agonist,,,,1308,gpr119,Q8TDV5
651835,,179,agonist,,,,13286,grm5,P41594
651839,,317,antagonism,,,,19624,grm3,Q14832
651840,,317,antagonism,,,,19624,grm3,Q14832
652268,,318,antagonist,,,,12278,galr3,O60755
651852,,179,agonist,,,,13286,grm5,P41594
651855,,179,agonist,,,,627,adrb2,P07550
651872,,179,agonist,,,,627,adrb2,P07550
651873,,179,agonist,,,,627,adrb2,P07550
652451,,179,agonist,,,,18420,adrb1,P08588
652452,,179,agonist,,,,18420,adrb1,P08588
652464,,179,agonist,,,,2428,cxcr4,P61073
652465,,179,agonist,,,,2428,cxcr4,P61073
652466,,319,Antagonist muscle action,,,,2428,cxcr4,P61073
652466,,179,agonist,,,,2428,cxcr4,P61073
652467,,179,agonist,,,,2428,cxcr4,P61073
652468,,179,agonist,,,,2428,cxcr4,P61073
652469,,179,agonist,,,,2428,cxcr4,P61073
652470,,179,agonist,,,,2428,cxcr4,P61073
653324,,179,agonist,,,,1308,gpr119,Q8TDV5
653324,,178,agonism,,,,1308,gpr119,Q8TDV5
653325,,179,agonist,,,,1308,gpr119,Q8TDV5
653325,,178,agonism,,,,1308,gpr119,Q8TDV5
653328,,179,agonist,,,,1308,gpr119,Q8TDV5
653328,,178,agonism,,,,1308,gpr119,Q8TDV5
653361,,179,agonist,,,,1308,gpr119,Q8TDV5
653361,,178,agonism,,,,1308,gpr119,Q8TDV5
653362,,179,agonist,,,,1308,gpr119,Q8TDV5
653362,,178,agonism,,,,1308,gpr119,Q8TDV5
653364,,179,agonist,,,,1308,gpr119,Q8TDV5
653364,,178,agonism,,,,1308,gpr119,Q8TDV5
653366,,179,agonist,,,,1308,gpr119,Q8TDV5
653366,,178,agonism,,,,1308,gpr119,Q8TDV5
653368,,179,agonist,,,,1308,gpr119,Q8TDV5
653368,,178,agonism,,,,1308,gpr119,Q8TDV5
653370,,179,agonist,,,,1308,gpr119,Q8TDV5
653370,,178,agonism,,,,1308,gpr119,Q8TDV5
653372,,179,agonist,,,,1308,gpr119,Q8TDV5
653372,,178,agonism,,,,1308,gpr119,Q8TDV5
647797,,319,Antagonist muscle action,,,,2839,oprm1,P35372
648773,,318,antagonist,,,,21312,bdkrb2,P30411
648776,,319,Antagonist muscle action,,,,21312,bdkrb2,P30411
648776,,318,antagonist,,,,21312,bdkrb2,P30411
648783,,319,Antagonist muscle action,,,,21312,bdkrb2,P30411
648783,,318,antagonist,,,,21312,bdkrb2,P30411
651904,,319,Antagonist muscle action,,,,3705,oprd1,P41143
651912,,179,agonist,,,,627,adrb2,P07550
651913,,179,agonist,,,,627,adrb2,P07550
651919,,318,antagonist,,,,9337,cxcr6,O00574
652517,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
652518,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
652519,,319,Antagonist muscle action,,,,11015,ptgdr2,Q9Y5Y4
652519,,318,antagonist,,,,11015,ptgdr2,Q9Y5Y4
648794,,318,antagonist,,,,14022,ghsr,Q92847
651940,,318,antagonist,,,,9337,cxcr6,O00574
651951,,179,agonist,,,,21415,taar1,Q96RJ0
647888,,179,agonist,,,,9525,adora2a,P29274
647893,,179,agonist,,,,4985,p2ry1,P47900
647894,,179,agonist,,,,10687,p2ry2,P41231
647895,,179,agonist,,,,21407,p2ry4,P51582
647896,,179,agonist,,,,8519,p2ry6,Q15077
647897,,179,agonist,,,,4985,p2ry1,P47900
647898,,179,agonist,,,,10687,p2ry2,P41231
647899,,179,agonist,,,,8519,p2ry6,Q15077
651952,,179,agonist,,,,21415,taar1,Q96RJ0
651953,,318,antagonist,,,,21415,taar1,Q96RJ0
651953,,179,agonist,,,,21415,taar1,Q96RJ0
651955,,318,antagonist,,,,21415,taar1,Q96RJ0
651955,,179,agonist,,,,21415,taar1,Q96RJ0
652608,,179,agonist,,,,21104,adrb3,P13945
652609,,179,agonist,,,,21104,adrb3,P13945
652610,,179,agonist,,,,21104,adrb3,P13945
652611,,179,agonist,,,,21104,adrb3,P13945
652612,,179,agonist,,,,627,adrb2,P07550
652613,,179,agonist,,,,627,adrb2,P07550
652619,,179,agonist,,,,14266,htr2c,P28335
653501,,318,antagonist,,,,2966,f2r,P25116
653503,,318,antagonist,,,,2966,f2r,P25116
653504,,318,antagonist,,,,2966,f2r,P25116
653505,,318,antagonist,,,,2966,f2r,P25116
653506,,318,antagonist,,,,2966,f2r,P25116
653507,,318,antagonist,,,,2966,f2r,P25116
652657,,179,agonist,,,,6213,s1pr1,P21453
652658,,179,agonist,,,,3463,s1pr3,Q99500
651547,,179,agonist,,,,3649,mc4r,P32245
651554,,318,antagonist,,,,3649,mc4r,P32245
651554,,179,agonist,,,,3649,mc4r,P32245
651555,,179,agonist,,,,3649,mc4r,P32245
651557,,179,agonist,,,,3649,mc4r,P32245
652000,,318,antagonist,,,,7517,gpr183,P32249
652000,,319,Antagonist muscle action,,,,7517,gpr183,P32249
652689,,221,allosteric antagonist,,,,9414,grm1,Q13255
652689,,319,Antagonist muscle action,,,,9414,grm1,Q13255
652690,,319,Antagonist muscle action,,,,13286,grm5,P41594
652690,,221,allosteric antagonist,,,,13286,grm5,P41594
652691,,319,Antagonist muscle action,,,,9414,grm1,Q13255
652691,,221,allosteric antagonist,,,,9414,grm1,Q13255
652692,,319,Antagonist muscle action,,,,19624,grm3,Q14832
652693,,319,Antagonist muscle action,,,,3769,grm4,Q14833
652694,,319,Antagonist muscle action,,,,12495,grm7,Q14831
652695,,319,Antagonist muscle action,,,,495,grm8,O00222
652705,,319,Antagonist muscle action,,,,9414,grm1,Q13255
652705,,221,allosteric antagonist,,,,9414,grm1,Q13255
647953,,179,agonist,,,,6213,s1pr1,P21453
647954,,179,agonist,,,,6213,s1pr1,P21453
647955,,179,agonist,,,,3463,s1pr3,Q99500
652031,,318,antagonist,,,,6135,oprk1,P41145
648028,,319,Antagonist muscle action,,,,11015,ptgdr2,Q9Y5Y4
648031,,319,Antagonist muscle action,,,,11015,ptgdr2,Q9Y5Y4
648032,,319,Antagonist muscle action,,,,11015,ptgdr2,Q9Y5Y4
651598,,318,antagonist,,,,9337,cxcr6,O00574
651601,,318,antagonist,,,,9337,cxcr6,O00574
652031,positive regulation,179,agonist,,,,6135,oprk1,P41145
652032,,318,antagonist,,,,6135,oprk1,P41145
652032,positive regulation,179,agonist,,,,6135,oprk1,P41145
652033,,319,Antagonist muscle action,,,,3705,oprd1,P41143
652033,positive regulation,179,agonist,,,,3705,oprd1,P41143
652033,,318,antagonist,,,,3705,oprd1,P41143
652034,,319,Antagonist muscle action,5167| 3936| 944| 1176,,,2839,oprm1,P35372
652034,,179,agonist,,,,2839,oprm1,P35372
652045,,318,antagonist,,,,6135,oprk1,P41145
652045,,179,agonist,,,,6135,oprk1,P41145
652049,,317,antagonism,,,,20914,drd3,P35462
652049,,318,antagonist,,,,20914,drd3,P35462
652050,,179,agonist,,,,20914,drd3,P35462
652050,,317,antagonism,,,,20914,drd3,P35462
652050,,318,antagonist,,,,20914,drd3,P35462
652051,,318,antagonist,,,,20914,drd3,P35462
652052,,319,Antagonist muscle action,,,,20914,drd3,P35462
652052,,317,antagonism,,,,20914,drd3,P35462
652052,,318,antagonist,,,,20914,drd3,P35462
652054,,319,Antagonist muscle action,,,,20914,drd3,P35462
652054,,317,antagonism,,,,20914,drd3,P35462
652054,,318,antagonist,,,,20914,drd3,P35462
653656,,318,antagonist,,,,2966,f2r,P25116
653673,,319,Antagonist muscle action,,,,3064,htr6,P50406
653674,,319,Antagonist muscle action,,,,3064,htr6,P50406
653675,,319,Antagonist muscle action,,,,18840,htr1f,P30939
653676,,319,Antagonist muscle action,,,,11906,htr4,Q13639
653677,,319,Antagonist muscle action,,,,10268,htr7,P34969
649020,,3456,receptor antagonist activity,,,,2707,adora2b,P29275
649022,,3456,receptor antagonist activity,,,,2707,adora2b,P29275
649023,positive regulation,319,Antagonist muscle action,,,,2707,adora2b,P29275
649023,,3456,receptor antagonist activity,,,,2707,adora2b,P29275
649024,,3456,receptor antagonist activity,,,,2707,adora2b,P29275
